"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","18","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","145","1","0.000000","0","0"
"/Game/Core/Assets/Building/M_WallBlackBeams.M_WallBlackBeams","0","0","23","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","69","1","0.000000","0","0"
"/Game/Core/Assets/Props/Pizzas/Pizza02/Black.Black","0","0","23","1","0.000000","0","0"
"/Game/Core/Shared/Post-Processing/Materials/M_SharpeningFilter.M_SharpeningFilter","0","0","6","1","0.000000","0","0"
"/Game/Core/Assets/PostProcessing/SharpenMaterial.SharpenMaterial","0","0","6","1","0.000000","0","0"
"/Game/Core/Assets/Basic/M_Shadeless.M_Shadeless","0","0","23","1","0.000000","0","0"
"/Game/Core/Assets/Building/M_WallRedBeams.M_WallRedBeams","0","0","23","1","0.000000","0","0"
"/Game/Core/Assets/Characters/Chica/Cupcake/M_Brown.M_Brown","0","0","23","1","0.000000","0","0"
"/Game/Core/Assets/Characters/Chica/Cupcake/M_Eyelid.M_Eyelid","0","0","23","1","0.000000","0","0"
"/Game/Core/Assets/Building/Materials/M_BetterRefractiveGlass.M_BetterRefractiveGlass","0","0","33","1","0.000000","0","0"
"/Game/Core/Assets/Props/BackstageHeads/M_Eye.M_Eye","0","0","14","1","0.000000","0","0"
"/Game/Core/Assets/Props/BackstageHeads/M_Mech.M_Mech","0","0","14","1","0.000000","0","0"
"/Game/Core/Assets/Props/BackstageHeads/M_Suit.M_Suit","0","0","14","1","0.000000","0","0"
"/Game/Core/Assets/Props/Balloons/MAT_BaloonString.MAT_BaloonString","0","0","23","1","0.000000","0","0"
"/Game/Core/Assets/Props/Clouds/MAT_CloudBlue.MAT_CloudBlue","0","0","23","1","0.000000","0","0"
"/Game/Core/Assets/Props/Clouds/MAT_CloudWhite.MAT_CloudWhite","0","0","23","1","0.000000","0","0"
"/Game/Core/Assets/Props/PartyHats/M_PartyHatSring.M_PartyHatSring","0","0","23","1","0.000000","0","0"
"/Game/Core/Assets/Props/Stars/MAT_Star.MAT_Star","0","0","23","1","0.000000","0","0"
"/Game/Core/Assets/Basic/M_Emmisive.M_Emmisive","0","0","28","1","0.000000","0","0"
"/Game/Core/Assets/Props/PiratesCove/Curtains/MAT_PirateCoveCurtain.MAT_PirateCoveCurtain","0","0","14","1","0.000000","0","0"
"/Game/Core/Assets/Props/PiratesCove/Stage/GLow.Glow","0","0","14","1","0.000000","0","0"
"/Game/Core/Assets/Props/Pizzas/M_green.M_green","0","0","14","1","0.000000","0","0"
"/Game/Core/Assets/Props/Pizzas/M_Olive.M_Olive","0","0","14","1","0.000000","0","0"
"/Game/Core/Assets/Props/Monitor/NEW/M_MonitorScreen.M_MonitorScreen","0","0","14","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","46","2","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","56","6","0.000000","0","5"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","53","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","139","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","679","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","145","1","0.000000","0","0"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Game/Core/Assets/Props/NewsPaper/NewsPaper_MAT.NewsPaper_MAT","0","0","14","1","0.000000","0","0"
"/Game/Core/Assets/Characters/Shared/Material/EmmissiveEye_MAT.EmmissiveEye_MAT","0","0","28","1","0.000000","0","0"
"/Game/Core/Assets/Characters/Freddy/Materials/M_Freddy_Microphone.M_Freddy_Microphone","0","0","28","1","0.000000","0","0"
"/Game/Core/Assets/Characters/Freddy/Materials/M_Freddy_Suit.M_Freddy_Suit","0","0","37","1","0.000000","0","0"
"/Game/Core/Assets/Characters/Mech/Materials/M_Mech.M_Mech","0","0","37","1","0.000000","0","0"
"/Game/Core/Assets/Basic/m_ao_decal.m_ao_decal","0","0","23","1","0.000000","0","0"
"/Game/Core/Assets/Building/Textures/BrickWall/M_BrickWall.M_BrickWall","0","0","23","1","0.000000","0","0"
