"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Core/Assets/Building/M_WallBlackBeams.M_WallBlackBeams","0","23","23","1","66.344925","0","23"
"/Game/Core/Assets/Basic/M_Shadeless.M_Shadeless","0","23","23","1","47.132195","0","23"
"/Game/Core/Assets/Building/M_WallRedBeams.M_WallRedBeams","0","23","1","1","43.748470","0","275"
"/Game/Core/Assets/Characters/Chica/Cupcake/M_Brown.M_Brown","0","23","1","1","47.292149","0","293"
"/Game/Core/Assets/Characters/Chica/Cupcake/M_Eyelid.M_Eyelid","0","23","1","1","53.488335","0","281"
"/Game/Core/Assets/Building/Materials/M_BetterRefractiveGlass.M_BetterRefractiveGlass","0","33","1","1","258.639740","0","593"
"/Game/Core/Assets/Props/BackstageHeads/M_Eye.M_Eye","0","14","1","1","30.794783","0","118"
"/Game/Core/Assets/Props/BackstageHeads/M_Mech.M_Mech","0","14","1","1","27.386816","0","118"
"/Game/Core/Assets/Props/BackstageHeads/M_Suit.M_Suit","0","14","1","1","26.717358","0","118"
"/Game/Core/Assets/Props/Balloons/MAT_BaloonString.MAT_BaloonString","0","23","1","1","44.386467","0","298"
"/Game/Core/Assets/Props/Clouds/MAT_CloudBlue.MAT_CloudBlue","0","23","1","1","45.676067","0","298"
"/Game/Core/Assets/Props/Clouds/MAT_CloudWhite.MAT_CloudWhite","0","23","1","1","42.701347","0","293"
"/Game/Core/Assets/Props/PartyHats/M_PartyHatSring.M_PartyHatSring","0","23","1","1","51.346478","0","298"
"/Game/Core/Assets/Props/Stars/MAT_Star.MAT_Star","0","23","1","1","49.149509","0","289"
"/Game/Core/Assets/Basic/M_Emmisive.M_Emmisive","0","28","1","1","60.972046","0","421"
"/Game/Core/Assets/Props/PiratesCove/Stage/GLow.Glow","0","14","1","1","31.242712","0","112"
"/Game/Core/Assets/Props/PiratesCove/Curtains/MAT_PirateCoveCurtain.MAT_PirateCoveCurtain","0","14","1","1","28.519953","0","86"
"/Game/Core/Assets/Props/Pizzas/M_green.M_green","0","14","2","1","30.461691","0","67"
"/Game/Core/Assets/Props/Pizzas/M_Olive.M_Olive","0","14","1","1","27.796040","0","49"
"/Game/Core/Assets/Props/Monitor/NEW/M_MonitorScreen.M_MonitorScreen","0","14","3","1","26.766703","0","48"
